DATAFLOW,LAST UPDATE,freq,size_emp,nace_r2,indic_is,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Hungary,2024,84.75,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Ireland,2022,91.54,b,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Ireland,2024,86.22,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Italy,2022,92.15,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Italy,2024,92.92,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Lithuania,2022,88.13,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Lithuania,2024,90.92,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Luxembourg,2022,86.16,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Luxembourg,2024,86.80,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Latvia,2022,82.66,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Latvia,2024,88.88,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Montenegro,2022,62.38,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Montenegro,2024,66.59,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,North Macedonia,2022,61.61,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Malta,2022,93.14,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Malta,2024,93.91,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Netherlands,2022,95.56,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Netherlands,2024,95.75,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Norway,2022,91.47,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Norway,2024,90.60,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Poland,2022,93.33,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Poland,2024,94.11,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Portugal,2022,89.76,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Portugal,2024,95.62,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Romania,2022,86.47,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Romania,2024,91.67,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Serbia,2022,95.53,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Serbia,2024,91.12,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Sweden,2022,90.67,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Sweden,2024,92.65,b,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Slovenia,2022,86.68,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Slovenia,2024,86.12,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Slovakia,2022,86.15,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Slovakia,2024,87.13,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Türkiye,2022,75.61,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using any ICT security measure (as of 2022),Percentage of enterprises,Türkiye,2024,76.00,,
