DATAFLOW,LAST UPDATE,freq,size_emp,nace_r2,indic_is,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Luxembourg,2019,76.20,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Luxembourg,2022,77.66,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Luxembourg,2024,79.80,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Latvia,2019,86.91,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Latvia,2022,75.78,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Latvia,2024,86.39,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Montenegro,2019,50.60,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Montenegro,2022,51.13,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Montenegro,2024,54.54,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,North Macedonia,2022,46.75,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Malta,2019,83.08,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Malta,2022,87.89,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Malta,2024,90.46,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Netherlands,2019,75.89,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Netherlands,2022,81.74,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Netherlands,2024,82.79,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Norway,2019,71.98,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Norway,2022,78.90,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Norway,2024,80.21,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Poland,2019,76.35,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Poland,2022,82.03,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Poland,2024,83.60,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Portugal,2019,84.89,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Portugal,2022,84.09,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Portugal,2024,88.58,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Romania,2019,53.27,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Romania,2022,83.26,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Romania,2024,85.00,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Serbia,2019,73.63,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Serbia,2022,79.15,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Serbia,2024,84.42,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Sweden,2019,73.27,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Sweden,2022,76.50,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Sweden,2024,78.05,b,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Slovenia,2019,56.60,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Slovenia,2022,67.91,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Slovenia,2024,76.32,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Slovakia,2019,77.27,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Slovakia,2022,77.05,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Slovakia,2024,79.50,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Türkiye,2022,61.84,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,Türkiye,2024,64.93,,
ESTAT:ISOC_CISCE_RA(1.0),12/12/24 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",ICT security measure used: strong password authentication,Percentage of enterprises,United Kingdom,2019,86.06,,
